ID;TARGET
2291;14
2292;13
2293;12
2294;12
2295;8
2296;16
2297;17
2298;15
2299;11
2300;11
2301;9
2302;17
2303;14
2304;13
2305;17
2306;14
2307;16
2308;13
2309;5
2310;11
2311;16
2312;6
2313;2
2314;12
2315;15
2316;8
2317;14
2318;13
2319;7
2320;15
2321;1
2322;15
2323;13
2324;7
2325;5
2326;10
2327;12
2328;11
2329;13
2330;23
2331;18
2332;6
2333;13
2334;15
2335;12
2336;20
2337;11
2338;15
2339;13
2340;15
2341;11
2342;6
2343;13
2344;10
2345;15
2346;12
2347;19
2348;16
2349;15
2350;19
2351;13
2352;16
2353;18
2354;14
2355;9
2356;14
2357;10
2358;10
2359;14
2360;15
2361;18
2362;14
2363;15
2364;14
2365;12
2366;15
2367;6
2368;11
2369;14
2370;14
2371;10
2372;13
2373;13
2374;10
2375;15
2376;12
2377;17
2378;12
2379;7
2380;10
2381;13
2382;19
2383;9
2384;14
2385;17
2386;16
2387;15
2388;15
2389;10
2390;20
2391;20
2392;15
2393;16
2394;10
2395;20
2396;10
2397;13
2398;17
2399;14
2400;13
2401;10
2402;9
2403;2
2404;12
2405;16
2406;10
2407;17
2408;13
2409;21
2410;14
2411;14
2412;11
2413;17
2414;18
2415;13
2416;21
2417;3
2418;11
2419;15
2420;21
2421;17
2422;14
2423;22
2424;14
2425;13
2426;16
2427;12
2428;3
2429;7
2430;15
2431;12
2432;13
2433;15
2434;7
2435;10
2436;11
2437;12
2438;9
2439;9
2440;16
2441;11
2442;14
2443;9
2444;7
2445;8
2446;9
2447;16
2448;11
2449;9
2450;12
2451;17
2452;14
2453;5
2454;4
2455;18
2456;18
2457;12
2458;6
2459;16
2460;4
2461;7
2462;17
2463;22
2464;11
2465;12
2466;8
2467;17
2468;10
2469;14
2470;12
2471;18
2472;14
2473;13
2474;10
2475;13
2476;23
2477;13
2478;14
2479;10
2480;14
2481;12
2482;8
2483;10
2484;16
2485;9
2486;18
2487;16
2488;7
2489;7
2490;12
2491;9
2492;2
2493;11
2494;17
2495;15
2496;18
2497;17
2498;11
2499;17
2500;10
2501;11
2502;12
2503;9
2504;14
2505;18
2506;16
2507;14
2508;11
2509;6
2510;8
2511;11
2512;12
2513;16
2514;11
2515;21
2516;7
2517;15
2518;13
2519;11
2520;18
2521;12
2522;10
2523;11
2524;12
2525;0
2526;5
2527;13
2528;5
2529;6
2530;13
2531;18
2532;13
2533;9
2534;21
2535;14
2536;15
2537;15
2538;11
2539;11
2540;17
2541;15
2542;14
2543;15
2544;17
2545;8
2546;7
2547;13
2548;5
2549;12
2550;14
2551;3
2552;5
2553;6
2554;11
2555;16
2556;7
2557;14
2558;6
2559;16
2560;18
2561;8
2562;9
2563;17
2564;10
2565;16
2566;13
2567;5
2568;12
2569;13
2570;20
2571;13
2572;20
2573;9
2574;14
2575;12
2576;21
2577;9
2578;10
2579;11
2580;8
2581;19
2582;19
2583;16
2584;13
2585;16
2586;11
2587;10
2588;12
2589;15
2590;11
2591;15
2592;16
2593;16
2594;11
2595;9
2596;10
2597;10
2598;10
2599;12
2600;21
2601;7
2602;15
2603;18
2604;13
2605;10
2606;15
2607;13
2608;17
2609;22
2610;14
2611;21
2612;5
2613;15
2614;18
2615;11
2616;10
2617;10
2618;15
2619;4
2620;12
2621;10
2622;1
2623;12
2624;12
2625;9
2626;14
2627;8
2628;12
2629;10
2630;12
2631;18
2632;10
2633;7
2634;11
2635;15
2636;11
2637;22
2638;10
2639;21
2640;13
2641;13
2642;9
2643;10
2644;16
2645;7
2646;14
2647;8
2648;8
2649;8
2650;14
2651;6
2652;19
2653;18
2654;16
2655;8
2656;14
2657;11
2658;13
2659;14
2660;6
2661;17
2662;11
2663;11
2664;10
2665;12
2666;12
2667;9
2668;14
2669;17
2670;11
2671;19
2672;14
2673;8
2674;10
2675;20
2676;20
2677;14
2678;19
2679;8
2680;10
2681;21
2682;17
2683;15
2684;13
2685;8
2686;9
2687;16
2688;10
2689;15
2690;12
2691;5
2692;14
2693;10
2694;7
2695;15
2696;13
2697;12
2698;17
2699;19
2700;15
2701;18
2702;13
2703;14
2704;14
2705;21
2706;11
2707;6
2708;13
2709;21
2710;9
2711;11
2712;17
2713;10
2714;15
2715;8
2716;12
2717;22
2718;2
2719;14
2720;12
2721;11
2722;11
2723;22
2724;15
2725;12
2726;17
2727;13
2728;11
2729;15
2730;17
2731;14
2732;13
2733;19
2734;15
2735;11
2736;10
2737;11
2738;12
2739;14
2740;20
2741;16
2742;11
2743;14
2744;16
2745;8
2746;14
2747;0
2748;11
2749;16
2750;2
2751;12
2752;15
2753;14
2754;4
2755;13
2756;10
2757;17
2758;15
2759;11
2760;5
2761;1
2762;17
2763;11
2764;14
2765;14
2766;3
2767;15
2768;14
2769;24
2770;18
2771;21
2772;12
2773;21
2774;14
2775;11
2776;11
2777;6
2778;14
2779;22
2780;16
2781;16
2782;17
2783;8
2784;8
2785;15
2786;12
2787;19
2788;12
2789;20
2790;11
2791;18
2792;16
2793;1
2794;8
2795;12
2796;13
2797;0
2798;3
2799;4
2800;13
2801;11
2802;19
2803;20
2804;14
2805;13
2806;0
2807;14
2808;19
2809;14
2810;14
2811;14
2812;9
2813;11
2814;14
2815;10
2816;11
2817;12
2818;4
2819;14
2820;18
2821;20
2822;17
2823;20
2824;8
2825;13
2826;8
2827;12
2828;16
2829;15
2830;19
2831;21
2832;14
2833;18
2834;9
2835;7
2836;7
2837;9
2838;21
2839;14
2840;14
2841;10
2842;7
2843;17
2844;11
2845;11
2846;12
2847;11
2848;10
2849;7
2850;13
2851;13
2852;18
2853;15
2854;6
2855;18
2856;11
2857;11
2858;16
2859;8
2860;18
2861;12
2862;19
2863;13
2864;20
2865;16
2866;12
2867;12
2868;4
2869;13
2870;5
2871;12
2872;0
2873;11
2874;9
2875;13
2876;14
2877;8
2878;15
2879;9
2880;15
2881;15
2882;11
2883;9
2884;7
2885;16
2886;16
2887;14
2888;11
2889;15
2890;14
2891;14
2892;10
2893;13
2894;11
2895;17
2896;19
2897;14
2898;8
2899;14
2900;8
2901;10
2902;16
2903;10
2904;16
2905;9
2906;6
2907;17
2908;10
2909;11
2910;16
2911;11
2912;15
2913;15
2914;16
2915;14
2916;13
2917;9
2918;16
2919;11
2920;15
2921;18
2922;14
2923;17
2924;10
2925;19
2926;10
2927;16
2928;2
2929;19
2930;8
2931;14
2932;10
2933;10
2934;11
2935;13
2936;7
2937;5
2938;14
2939;7
2940;9
2941;15
2942;11
2943;14
2944;19
2945;13
2946;14
2947;18
2948;13
2949;14
2950;12
2951;7
2952;6
2953;19
2954;14
2955;15
2956;16
2957;8
2958;16
2959;9
2960;4
2961;15
2962;13
2963;10
2964;10
2965;7
2966;15
2967;12
2968;14
2969;12
2970;7
2971;0
2972;11
2973;16
2974;18
2975;16
2976;19
2977;18
2978;12
2979;11
2980;9
2981;17
2982;19
2983;14
2984;9
2985;9
2986;17
2987;9
2988;16
2989;11
2990;15
2991;5
2992;0
2993;14
2994;22
2995;10
2996;16
2997;20
2998;7
2999;8
3000;13
3001;12
3002;18
3003;10
3004;15
3005;8
3006;10
3007;17
3008;16
3009;10
3010;1
3011;20
3012;10
3013;12
3014;20
3015;19
3016;17
3017;10
3018;10
3019;14
3020;10
3021;18
3022;11
3023;15
3024;18
3025;10
3026;10
3027;12
3028;7
3029;11
3030;19
3031;8
3032;16
3033;12
3034;7
3035;6
3036;12
3037;4
3038;14
3039;9
3040;10
3041;17
3042;21
3043;17
3044;12
3045;15
3046;14
3047;9
3048;11
3049;10
3050;6
3051;16
3052;17
3053;17
3054;0
3055;20
3056;12
3057;18
3058;10
3059;8
3060;16
3061;14
3062;9
3063;13
3064;11
3065;15
3066;4
3067;9
3068;18
3069;14
3070;13
3071;16
3072;9
3073;15
3074;13
3075;10
3076;18
3077;15
3078;14
3079;10
3080;14
3081;12
3082;9
3083;15
3084;18
3085;19
3086;18
3087;12
3088;16
3089;16
3090;17
3091;18
3092;5
3093;15
3094;14
3095;21
3096;14
3097;0
3098;15
3099;12
3100;13
3101;8
3102;9
3103;10
3104;18
3105;11
3106;12
3107;1
3108;14
3109;19
3110;11
3111;1
3112;11
3113;17
3114;13
3115;11
3116;14
3117;7
3118;12
3119;13
3120;11
3121;14
3122;21
3123;16
3124;5
3125;13
3126;7
3127;5
3128;7
3129;16
3130;10
3131;10
3132;17
3133;8
3134;16
3135;20
3136;13
3137;7
3138;4
3139;14
3140;11
3141;13
3142;13
3143;12
3144;11
3145;20
3146;20
3147;7
3148;15
3149;13
3150;18
3151;10
3152;16
3153;12
3154;18
3155;21
3156;1
3157;9
3158;13
3159;12
3160;7
3161;11
3162;16
3163;15
3164;13
3165;18
3166;8
3167;15
3168;18
3169;18
3170;11
3171;10
3172;11
3173;14
3174;10
3175;11
3176;13
3177;16
3178;18
3179;9
3180;14
3181;20
3182;15
3183;17
3184;7
3185;15
3186;20
3187;18
3188;5
3189;4
3190;8
3191;16
3192;10
3193;22
3194;6
3195;12
3196;7
3197;7
3198;15
3199;16
3200;0
3201;14
3202;9
3203;5
3204;14
3205;15
3206;10
3207;8
3208;3
3209;19
3210;6
3211;10
3212;18
3213;19
3214;23
3215;18
3216;10
3217;4
3218;15
3219;13
3220;7
3221;10
3222;4
3223;17
3224;17
3225;6
3226;16
3227;12
3228;8
3229;18
3230;15
3231;13
3232;14
3233;12
3234;11
3235;18
3236;9
3237;17
3238;15
3239;8
3240;18
3241;11
3242;11
3243;6
3244;3
3245;7
3246;8
3247;15
3248;1
3249;7
3250;19
3251;12
3252;16
3253;12
3254;13
3255;12
3256;7
3257;6
3258;15
3259;13
3260;14
3261;6
3262;21
3263;14
3264;13
3265;10
3266;10
3267;14
3268;17
3269;10
3270;18
3271;13
3272;14
3273;3
3274;9
3275;12
3276;18
3277;8
3278;8
3279;15
3280;18
3281;15
3282;9
3283;16
3284;10
3285;8
3286;9
3287;23
3288;11
3289;17
3290;17
3291;5
3292;8
3293;15
3294;11
3295;16
3296;15
3297;6
3298;18
3299;21
3300;18
3301;9
3302;13
3303;17
3304;15
3305;3
3306;11
3307;12
3308;19
3309;15
3310;11
3311;14
3312;13
3313;17
3314;14
3315;15
3316;12
3317;19
3318;15
3319;14
3320;11
3321;15
3322;14
3323;9
3324;17
3325;19
3326;13
3327;18
3328;11
3329;17
3330;9
3331;16
3332;21
3333;11
3334;15
3335;2
3336;5
3337;12
3338;15
3339;18
3340;8
3341;19
3342;11
3343;13
3344;10
3345;10
3346;15
3347;4
3348;11
3349;16
3350;11
3351;21
3352;13
3353;8
3354;5
3355;15
3356;8
3357;5
3358;8
3359;14
3360;17
3361;18
3362;10
3363;16
3364;20
3365;13
3366;8
3367;17
3368;9
3369;11
3370;12
3371;15
3372;12
3373;23
3374;13
3375;18
3376;11
3377;2
3378;12
3379;15
3380;18
3381;14
3382;13
3383;13
3384;12
3385;14
3386;8
3387;10
3388;8
3389;11
3390;20
3391;11
3392;6
3393;14
3394;20
3395;15
3396;17
3397;17
3398;20
3399;0
3400;12
3401;17
3402;14
3403;10
3404;13
3405;11
3406;7
3407;17
3408;15
3409;12
3410;14
3411;10
3412;15
3413;6
3414;14
3415;14
3416;12
3417;18
3418;7
3419;0
3420;13
3421;16
3422;11
3423;13
3424;15
3425;12
3426;17
3427;6
3428;16
3429;14
3430;14
3431;17
3432;13
3433;12
3434;19
3435;15
3436;12
3437;14
3438;13
3439;8
3440;14
3441;7
3442;15
3443;12
3444;18
3445;13
3446;21
3447;12
3448;13
3449;11
3450;17
3451;16
3452;8
3453;16
3454;7
