,ID,position_n,position_p,angle_p,angle_n,expression_p,expression_n,sharpness_p,sharpness_n,background_p,background_n,exposure_p,exposure_n
18,19,-0.22576190476190655,0.24557142857143052,0.2697111111111124,-0.2318190476190496,0.12213119862784047,-0.0993485785006507,0.1713767634223719,-0.11772773004104968,-0.03146776870838602,-0.8999061021926117,0.01272191541863379,-0.2666218072920306
19,20,-0.022809523809523835,0.02882142857142864,0.45154761904761925,-0.4033571428571405,0.2331830533852891,-0.09959033500781928,0.618317796624592,-0.07076628001466564,0.25512378267207864,-0.22124444559707623,0.40011339800369194,-0.10021771305712096
20,21,-0.11507142857142959,0.029875000000000016,0.5808666666666666,-0.04513333333333325,0.46229679424073583,-0.09952892181019046,0.08528968464510639,-0.10723422774283033,0.26246341452595756,-0.5665076264455257,0.06924458583321894,-0.39958142320032
21,22,-0.005500000000000001,0.1378333333333342,0.14994047619047635,-0.007000000000000002,0.1592694428546682,-0.09905476646186005,0.5125800305767724,-0.07245789844305653,0.26682607776548617,-0.11185915529922255,0.14021527477392512,-0.39974510449901385
22,23,-0.0026666666666666666,0.03878690476190478,0.01612857142857142,-0.0013333333333333333,0.5205812936913512,-0.09843071721607714,0.7669309566795331,-0.08894717024120555,0.14093760838320585,-0.5119694795708782,0.27087872652529715,-0.06634716337701957
23,24,-0.02278571428571428,0.44476190476190935,0.0705666666666666,-0.01678571428571427,0.10658648899276986,-0.10000959007507437,0.29536144066596076,-0.09994239599418092,0.06650126245039835,-0.2858246250693198,0.2331355914278702,-0.2687299317607994
24,25,-0.0699380952380953,0.035890476190476216,0.11454761904761904,-0.006166666666666668,0.13885403467306925,-0.09864438757566614,0.39746349600682135,-0.0967109392934726,0.10227415491364421,-0.5664067479869436,0.453940117047083,-0.1714802615355438
25,26,-0.03231904761904761,0.03357738095238098,0.7885404761904817,-0.13105714285714404,0.21379235210194017,-0.09908693755326824,0.6695640025872289,-0.1001512242225374,0.10015635463559032,-0.7331683838609769,0.0996959154750773,-0.08820742484259203
26,27,-0.0095,0.024255952380952402,0.5100999999999966,-0.0158095238095238,0.18123875577890133,-0.09883216072908833,0.708317050986324,-0.09965549076064531,0.38225433813401005,-0.21236979634158532,0.18554942861607077,-0.1306476982239344
27,28,-0.006533333333333332,0.13957142857142932,0.5869059523809538,-0.006942857142857145,0.5090803070548784,-0.09886921172010145,0.49602791584418116,-0.055077955447015374,0.2670432327183041,-0.247278720589865,0.3999772135500851,0.009051421127370778
28,29,-0.00723809523809524,0.14180952380952433,0.04016666666666664,-0.015553571428571425,0.2793058409605951,-0.1931151349161303,0.5526815032435891,-0.10913066334782101,0.7299852492213366,-0.22308370142222686,0.4003941346144397,-0.07246787387863568
29,30,-0.003285714285714285,0.012773809523809517,0.2183321428571409,-0.009982142857142856,0.5120479550950213,-0.09771214391701045,0.673890163241617,-0.06663236958680012,0.7119922951116497,-0.1148190943149527,0.3997346366224393,-0.17868068534655648
30,31,-0.02821428571428576,0.11663809523809633,0.32305833333333256,-0.009533333333333335,0.12930526701014444,-0.09965810973418548,0.5053180958648658,-0.09643332381971347,0.09964817949012869,-0.7334972445648348,0.26684845186277734,-0.17409169821289597
31,32,-0.01151904761904761,0.01669047619047618,0.6404690476190462,-0.04502619047619044,0.36560102739266676,-0.09779120353323421,0.415403840841791,-0.09260201611475834,0.23306199990578721,-0.433611311494256,0.23297917247594357,-0.09989741356816334
32,33,-0.15539523809523784,0.04559523809523807,0.15159404761904757,-0.009342857142857142,0.39239872990443975,-0.09784969578314547,0.29431086325937506,-0.09820066388823241,0.09990134454681995,-0.39825938356095014,0.2329168347303086,-0.399657714581496
33,34,-0.011499999999999995,0.014029761904761892,0.5917857142857135,-0.14133809523809576,0.45376091489388093,-0.0991947614477209,0.24516388127869826,-0.10258234697979757,0.24811315609877915,-0.5663612164606256,0.14380979399932584,-0.2437865122801189
34,35,-0.02702380952380954,0.25345833333333534,0.36428928571428376,-0.021390476190476192,0.1712681746235941,-0.09521547732745163,0.5451657515584998,-0.23312498838215953,0.23340578592872543,-0.09997037562432712,0.0731957720659773,-0.39952616720684353
35,36,-0.437171428571429,0.5002892857142868,0.28789047619047686,-0.12795238095238232,0.43858141005582313,-0.09922211744202787,0.3659888555160705,-0.0910135931074423,0.10104625567101769,-0.6004367972971211,0.23373620109619825,-0.18135107797514993
36,37,-0.1876238095238084,0.3315559523809513,0.46562142857142846,-0.03845714285714287,0.15405838124793275,-0.09776562738058253,0.4136751465866777,-0.09260272349649222,0.21288676042132193,-0.21424660194472614,0.23316182286478607,-0.09971409594977909
37,38,-0.2676190476190493,0.15823809523809484,0.049380952380952345,-0.2800190476190484,0.4875211735086291,-0.09895601979360288,0.6770194171320398,-0.11009514559550393,0.2662029981544229,-0.23313355515871634,0.10020246098980644,-0.09065266306737098
38,39,-0.1451761904761909,0.3185654761904753,0.24140952380952588,-0.0045,0.2148988905805115,-0.09981747137323332,0.6296086986117428,-0.07122604009711955,0.267043386282025,-0.2329955229230304,0.09996191079594907,-0.03601550933808716
39,40,-0.021500000000000012,0.13040476190476294,0.4489773809523815,-0.012652380952380941,0.15278977473429944,-0.09878802356466368,0.4230915661564786,-0.0858057605054502,0.3685087295393047,-0.09960042351097735,0.49024877286614055,-0.07643127890081647
40,41,-0.003999999999999998,0.012547619047619042,0.9139559523809526,-0.03843809523809525,0.4952814051093295,-0.09737542500257403,0.5668673283918959,-0.06694712699500784,0.2329632007695221,-0.2854416408601571,0.4464299861024498,-0.10016305296780148
41,42,-0.3586428571428561,0.2717142857142873,0.012523809523809522,-0.0018095238095238095,0.1864354068466955,-0.0969266288596074,0.9595124540371678,-0.019652629752736045,0.3995596292777484,-0.09971226738421347,0.10018903868463527,-0.10026661563746245
42,43,-0.0017333333333333335,0.026376190476190515,0.15140000000000037,-0.0013333333333333335,0.5084721502149957,-0.09839215996615089,0.6438829436372243,-0.07455479445404749,0.46182211035688503,-0.24776247267050708,0.2671078578041169,-0.0552538889472225
43,44,-0.5654571428571434,0.061802380952380914,0.1577892857142858,-0.12280952380952323,0.4592243695599976,-0.09832161918471587,0.6955351102549167,-0.0917109766766722,0.07536470984398037,-0.6139533215870521,0.10024193108399686,-0.47127370986646894
44,45,-0.007533333333333338,0.011861904761904758,0.6856476190476216,-0.0911190476190476,0.05726413422237965,-0.1003494911466626,0.2940028536478142,-0.07719995219837228,0.06647856790312505,-0.3442423310016689,0.23308170544347456,-0.26643856626000145
45,46,-0.01887619047619047,0.13971428571428637,0.5917380952380965,-0.014647619047619052,0.5935742013725427,-0.09310359557657022,0.5036912545013676,-0.09974563618598904,0.43325941294059944,-0.22517812185611666,0.42616336711277036,-0.2335681461796223
46,47,-0.023961904761904768,0.15062500000000015,0.4411404761904765,-0.23374761904762079,0.528759670530187,-0.08772592456553872,0.8875171548208427,-0.04229625713984604,0.10019833625962082,-0.028680079329634244,0.39979777716335557,-0.2331678758494659
47,48,-0.0017476190476190473,0.01364285714285714,0.09474999999999997,-0.012809523809523812,0.564136112929278,-0.09614534070856899,0.15850875949688814,-0.16577940241668349,0.10031534323007603,-0.5716145713363278,0.10019756738367068,-0.42666024504409295
48,49,-0.015166666666666655,0.03361904761904764,0.015619047619047614,-0.002166666666666667,0.15010041194228785,-0.09933530927326732,0.7332067239226225,-0.06905151882477843,0.10022796324517554,-0.900144259570894,0.40011802909124977,-0.10029017648201058
49,50,-0.012214285714285716,0.01616666666666664,0.12166666666666777,-0.0030952380952380945,0.5661883421398256,-0.09315903305686693,0.5269909924254094,-0.0980177838435308,0.6009517757167331,-0.09964838339613019,0.3998329215240244,-0.10017453135419331
50,51,-0.010166666666666662,0.0259142857142857,0.4234107142857148,-0.0065809523809523835,0.2995030905670808,-0.09921126148207432,0.399790606091959,-0.09570083417040683,0.35298455018863106,-0.26690443478747095,0.39954075007005296,-0.15240732646014143
51,52,-0.45779166666666626,0.06511904761904765,0.27133333333333204,-0.021476190476190482,0.037955794975714566,-0.10324151261265938,1.0500605847803361,0.0011781160219648177,0.060771204660850994,-0.10028052965037106,0.10036906022851275,-0.10001956558877974
52,53,-0.11423809523809625,0.01740476190476189,0.06716666666666661,-0.12166666666666781,0.25053649318564297,-0.09938846894791202,0.33084511396381644,-0.08047421083856778,0.3911381989222575,-0.39996587903767755,0.3007282705298794,-0.09991478834117165
53,54,-0.006809523809523813,0.21609047619047766,0.07915476190476185,-0.028470238095238118,0.15601464689926953,-0.09908748223225516,0.40990368394131815,-0.06091901624845004,0.38920556785083166,-0.4000221656023401,0.2193700601908924,-0.09206187127686456
54,55,-0.003476190476190476,0.10170833333333346,0.6200440476190473,-0.009661904761904762,0.5045561766283394,-0.09696408373586794,0.5249902054937332,-0.06098008140498748,0.5183393452307998,-0.16522222843475964,0.524677697181642,-0.09991749204151647
55,56,-0.007000000000000002,0.02578690476190478,0.3016666666666669,-0.0036666666666666666,0.5555930628389213,-0.09481719888384613,0.7780968389052154,-0.06715519262195614,0.2237613369475601,-0.2325671132060619,0.10019235486961879,-0.1966762065522108
56,57,-0.0016666666666666668,0.01702857142857142,0.6613833333333302,-0.009428571428571427,0.6098382434038662,-0.09494591110838406,0.20430095252748934,-0.1099854400741695,0.304262755997131,-0.39422706342620606,0.2998694802627989,-0.1877123142076271
57,58,-0.09410952380952381,0.16593928571428507,0.5864523809523823,-0.013309523809523802,0.4788674976234051,-0.09999301939337867,0.3138812028690084,-0.07203319831929783,0.37458803885952763,-0.09995879770407476,0.45280908643164264,-0.10025581267779995
58,59,-0.2111761904761896,0.04454761904761904,0.23030952380952227,-0.004642857142857143,0.19924840096901883,-0.09838200293190184,0.5600862697927638,-0.08131950157712314,0.5511788728200603,-0.10030884196386218,0.423657248107206,-0.10033378445158693
59,60,-0.0071666666666666675,0.024452380952380982,0.3143380952380948,-0.004309523809523809,0.5855466843142683,-0.09644165528115102,0.6586071877422398,-0.059515479096398545,0.10034970262153574,-0.8307612213702532,0.21359602516859508,-0.11900613059899307
60,61,-0.20604761904761754,0.18690595238095087,0.49923333333333797,-0.01242857142857142,0.19420009271941244,-0.08937053105559215,0.6003031003557426,-0.06039759812999048,0.10011224017963552,-0.09977904671740247,0.4330078145877064,-0.179905517899868
61,62,-0.009999999999999995,0.023509523809523817,0.2668416666666648,-0.2514916666666686,0.09581418801389911,-0.09894422440129619,0.5190600491488431,-0.09091932425428072,0.10018295388789888,-0.5809909898509346,0.09971435430067038,-0.33966476982540733
62,63,-0.011190476190476183,0.11382142857142792,0.37257738095238147,-0.006533333333333337,0.41785317227074065,-0.09659640191386928,0.32862894821144295,-0.049317192886761355,0.45108233178377943,-0.24311873139700096,0.10024778741260279,-0.47114094056717587
63,64,-0.02342380952380953,0.23741785714285876,0.13409523809523824,-0.01576190476190475,0.18368662973789585,-0.095678009695098,0.6471107373545787,-0.09998456766186344,0.20729495828340494,-0.26679274269178666,0.20285111259101324,-0.40009271709792593
64,65,-0.7671071428571431,0.07295833333333329,0.07810952380952382,-0.055833333333333256,0.15003459993836885,-0.16870655725497577,0.399796244826547,-0.09143215616176133,0.10043767781396301,-0.09999363164918505,0.2463137167612741,-0.40004346922334716
65,66,-0.008809523809523812,0.12369047619047746,0.1475095238095238,-0.014166666666666666,0.5350799021118319,-0.0978318578999159,0.05966841179683081,-0.10377938785651407,0.06637828859455716,-0.6847170602973893,0.09964865330862568,-0.2667939191690951
66,67,-0.027333333333333355,0.026333333333333365,0.2570809523809548,-0.11876190476190579,0.1875048916474427,-0.10110408317360421,-0.0751777551052342,-0.5663841121296496,0.10020780093929975,-0.26670206805828756,0.10010714479360237,-0.4042176253485404
67,68,-0.12464285714285843,0.022553571428571433,0.2469178571428574,-0.3491666666666666,0.17250128109205337,-0.09798753864401484,0.8719504799230281,-0.0715748430195008,0.10025223624845718,-0.6126818444674897,0.26645110801192123,-0.01052221147118676
68,69,-0.3683095238095246,0.17492857142857043,0.08777976190476197,-0.01116666666666666,0.09564195146716684,-0.08977607389939404,0.8407725152505725,-0.05170076049743633,0.10028948659994603,-0.44400629270687925,0.5663165224732416,-0.23306793016332616
69,70,-0.013952380952380938,0.01766309523809522,0.6385261904761915,-0.021952380952380973,0.17441019304621758,-0.09973009520098118,0.2826616021420905,-0.03800699511362801,0.2662339024300892,-0.4048400224995307,0.10038301344874366,-0.2332954804108668
70,71,-0.12516666666666795,0.28040476190476293,0.3135428571428569,-0.0035,0.6281590109817906,-0.0912140483408332,0.8236920865836571,-0.027601001488933706,0.6968456979932213,-0.09991637749953418,0.2668316706622507,-0.09989340304452449
71,72,-0.007357142857142861,0.01625714285714284,0.2074357142857133,-0.09895238095238053,0.17492037420370085,-0.09872875686381516,0.7623984727619311,-0.0690304383805936,0.2019713666846071,-0.5772878719106013,0.09985500290599504,-0.10009578984815369
72,73,-0.01847619047619048,0.04593452380952383,0.518816666666671,-0.006791666666666671,0.5674096708561681,-0.09802863620991467,0.6720721961920525,-0.07500070256819284,0.10014342959001417,-0.26640746279749306,0.3997665341561588,-0.0997751765243312
73,74,-0.1175000000000011,0.027714285714285726,0.07567619047619045,-0.114000000000001,0.5500124096045834,-0.09395064090648393,0.5675925474859413,-0.12221820246952772,0.10028850705178254,-0.5123038166621533,0.09720221020457183,-0.23315358919578869
74,75,-0.11946666666666783,0.13749523809523878,0.16592619047619012,-0.01178571428571428,0.20249886784220536,-0.09990289857379461,0.3069530113186985,-0.07708058268508565,0.06651495220898772,-0.600278140653425,0.40026289687844946,-0.4001008019377475
75,76,-0.025642857142857134,0.038041269841269855,0.44126547619047674,-0.010119047619047621,0.183342801516431,-0.09976331539783773,0.38451927511813594,-0.08965743439824886,0.18525513685282427,-0.599985988221747,0.10035072994042542,-0.10032624987314094
76,77,-0.013961904761904752,0.040589285714285724,0.02573809523809526,-0.002452380952380952,0.36734184367238837,-0.09675213386177488,0.7208264491698432,-0.067739142809316,0.10031276455726482,-0.5663863240151614,0.23316750611509715,-0.3029209800416852
77,78,-0.14130952380952433,0.033054761904761906,0.2631142857142835,-0.6534380952380956,0.5895680711296901,-0.08848260478672959,0.4483746753597152,-0.10031376996627998,0.10030083574913512,-0.4678645819180825,0.17206766399701626,-0.17354949209584444
78,79,-0.007604761904761906,0.008666666666666668,0.06855238095238093,-0.017733333333333327,0.32775717666733845,-0.09876739792962018,0.13974545375772696,-0.09304857077747837,0.10003764384632419,-0.7331220007734395,0.33881227009221504,-0.066671416489732
79,80,-0.13260119047619143,0.037714285714285714,0.8572571428571433,-0.025433333333333343,0.13604202952295585,-0.09949420328025407,0.3946153175291345,-0.08968662552565787,0.3997646427352233,-0.09988002279156949,0.1716341592627571,-0.10000987546436853
80,81,-0.015904761904761883,0.029076190476190516,0.22369761904761715,-0.019925,0.5959779599668227,-0.09820487083850096,0.17124367617829497,-0.10410240221668028,0.0997500375876914,-0.6765565962449103,0.1000497649768178,-0.26711045858130533
81,82,-0.04410476190476186,0.06823333333333327,0.7441857142857193,-0.029635714285714296,0.16350045889536027,-0.0990956412115944,0.5899888249235006,-0.07619385404908868,0.26676333219563303,-0.22653335041700234,0.43354388028555296,-0.03425154928325324
82,83,-0.004642857142857142,0.1158571428571439,0.2292440476190458,-0.005000000000000001,0.63669069016954,-0.09329076553356717,0.731412336914453,-0.09561511232827766,0.33966883745142357,-0.36835592168577114,0.1003022146909945,-0.15922419826056697
83,84,-0.007500000000000003,0.017738095238095233,0.0626249999999999,-0.007047619047619052,0.31987501244024563,-0.09841876382628571,0.25543508654713776,-0.1001095303796864,0.733665322313739,-0.09990016829408731,0.42140451202158935,-0.09987803171875315
84,85,-0.005642857142857142,0.006000000000000002,0.5691595238095263,-0.017666666666666667,0.3914061203863625,-0.09849002682023592,0.12251117159872078,-0.10049274852731326,0.06640696025821745,-0.7366189679722309,0.22042560774835152,-0.5399120664186845
85,86,-0.008238095238095242,0.017184523809523806,0.6692761904761896,-0.015342857142857134,0.2596907563635927,-0.09646394854096821,0.466436335000665,-0.08554198503441197,0.18094756606067103,-0.4331808816133533,0.10023153447262793,-0.233243684878324
86,87,-0.011166666666666665,0.027857142857142893,0.055252380952380914,-0.01147619047619047,0.3207971717917935,-0.36951800566758636,0.7567892165821639,-0.07819343199941615,0.18596820943759193,-0.43927422386325776,0.33435878772970434,-0.0803756183188358
87,88,-0.2359476190476167,0.13321428571428678,0.7006750000000038,-0.048414285714285694,0.13549185817118353,-0.09782943930692804,0.4272046797470947,-0.09262165310144724,0.5666497286278178,-0.2666513268784202,0.40047268323127894,-0.2669912933110996
88,89,-0.3581666666666645,0.19673809523809374,0.06369642857142847,-0.01963571428571427,0.2099413918152101,-0.08845863662522817,0.7332958754196232,-0.09967806910610791,0.10002894740271244,-0.09990461482440276,0.2666118189513636,-0.2662629676386871
89,90,-0.18656666666666674,0.14357142857142896,0.028642857142857154,-0.013857142857142849,0.1795520087544967,-0.08822202009014829,0.7668375016155611,-0.08473501979744662,0.2667796150368052,-0.10011717361548064,0.3091096021707885,-0.10014519405124533
90,91,-0.018499999999999992,0.0209857142857143,0.3274595238095231,-0.015380952380952361,0.2167499929728042,-0.09801320727546695,0.49737086772768674,-0.07665782360042422,0.40003817688647875,-0.1003575097882654,0.5967839964807847,-0.09789612408163144
91,92,-0.11900000000000119,0.011757142857142851,0.4506476190476193,-0.009642857142857142,0.16168407484304675,-0.1509781630316529,0.4569636091413099,-0.07820689085274217,0.39353206081781805,-0.20671578410544258,0.27864277960604816,-0.23315669950406545
92,93,-0.0005,0.010571428571428574,0.11849166666666677,-0.002833333333333333,0.5892293208937837,-0.09565117256120399,0.6589801996735654,-0.09062783752271038,0.43376994890837633,0.06494916827201552,0.5281925678595394,-0.13996395703577003
93,94,-0.18019047619047543,0.538833333333337,0.07401904761904758,-0.05147619047619043,0.17996277024778304,-0.09399670247985402,0.44788148139475736,-0.0494054598192612,0.2334760326754521,-0.1000056470418856,0.7333575111230919,-0.10003355910674537
94,95,-0.022652380952380955,0.46299523809524273,0.20981428571428384,-0.02416666666666669,0.21747833276183526,-0.10870317752921207,0.5667458660895286,-0.06422093743788321,0.21787443539587129,-0.4002151101499905,0.39776401211656964,-0.0527742533047194
95,96,-0.007819047619047621,0.026542857142857132,0.6671857142857133,-0.12459166666666774,0.17717819293681303,-0.09943938017236147,0.21439651834018336,-0.0995984587840012,0.12556423703330075,-0.3997918836467547,0.09962775256455678,-0.3051725535991692
96,97,-0.007809523809523814,0.026570238095238112,0.15146666666666644,-0.009809523809523811,0.6188903813534686,-0.09344430239264008,0.39903657931702047,-0.1342447202539544,0.06632012915186412,-0.564323210437518,0.3796304307842352,-0.23316875831775732
97,98,-0.250999999999997,0.04030952380952378,0.3580999999999984,-0.01835714285714285,0.22094244389347506,-0.08544659410497966,0.9011228950686385,-0.06217262389295809,0.35025292763378923,-0.3933581072521747,0.13601632397020078,-0.09953612577169228
98,99,-0.46030476190476216,0.26438095238095427,0.11741547619047608,-0.12949523809523938,0.08782295249608932,-0.09977244801060982,0.5480310082932658,-0.09022545485037095,0.2621595060349095,-0.2665671247581093,0.09998233464702362,-0.3210854988676513
99,100,-0.1504904761904763,0.12593452380952502,0.28661428571428504,-0.38510952380952396,0.08552410813003708,-0.09667865950943791,0.5670114146121605,-0.09644073783976552,0.027451265234617096,-0.5909190934806406,0.23807699781682465,-0.09954814065201581
100,101,-0.03792857142857144,0.16706547619047574,0.5167249999999998,-0.0302380952380953,0.2112134572967706,-0.0989634066481552,0.8128433551242819,-0.06655137253241528,0.3368010051878788,-0.018875107755447932,0.3922979523884757,-0.09060439473726538
101,102,-0.012047619047619041,0.034005952380952414,0.6996619047619078,-0.0139095238095238,0.2419009241411898,-0.09977397988828368,0.40715488873723954,-0.08242799568144049,0.31275725499878965,-0.2601600130499454,0.3596472939991785,-0.2217597928719788
102,103,-0.006047619047619048,0.018128571428571418,0.4266666666666661,-0.02066666666666666,0.5619988402617296,-0.09849598234151201,0.4877697402096014,-0.08304896444189167,0.4381679126707588,-0.3116227121072976,0.4333646558447932,-0.09341896434216923
103,104,-0.09831547619047623,0.16444642857142802,0.5542083333333359,-0.0180297619047619,0.6056433730600412,-0.08897244568009233,0.718194546559552,-0.10012816829120796,0.2331770981542533,-0.10030229236183058,0.2664577202869326,-0.10007429102065678
104,105,-0.01586666666666666,0.022338095238095237,0.7267142857142896,-0.020271428571428576,0.5575326469935366,-0.09733050173499468,0.21079799086462903,-0.10008621533491052,0.2331772362140535,-0.4335131001743272,0.1703313310258302,-0.09996513967431343
105,106,-0.06661904761904759,0.19855714285714157,0.4401809523809521,-0.009699999999999999,0.45321538768708247,-0.09851859066003071,0.34043851470087616,-0.09313183085771412,0.18357398273296874,-0.5662112927291089,0.2662264815433675,-0.26689245158540637
106,107,-0.006499999999999999,0.021257142857142863,0.45339761904761916,-0.2197678571428589,0.19144764614852955,-0.09889687108818769,0.44552555110567904,-0.0838678507285011,0.12059517877651717,-0.810552836521378,0.2329543793030565,-0.23313877461605326
107,108,-0.11071428571428661,0.22641428571428734,0.4731166666666665,-0.006142857142857144,0.34061620272747056,-0.09920726422036172,0.7096206043877362,-0.069185858577552,0.399781520937756,-0.24138366122273325,0.1470646321879603,-0.06813519148736748
108,109,-0.009376190476190477,0.02283333333333335,0.016029761904761894,-0.005767857142857143,0.38898895946570977,-0.09928235548136446,0.45270442127527,-0.04344606808214985,0.6139836508607605,-0.14865879292417905,0.2997952838825313,-0.09990759114778262
109,110,-0.004857142857142857,0.12640000000000118,0.3390476190476179,-0.005571428571428571,0.20857238634228212,-0.09873603832903328,0.5421082363574302,-0.09836474183380277,0.4868391747046693,-0.011691801288045431,0.43359253462808933,-0.04823075552347541
110,111,-0.21966666666666845,0.01594285714285713,0.02565476190476191,-0.004476190476190477,0.28866336884547816,-0.10057583982704106,0.21166569672202462,-0.13636066501995703,0.4337489897264335,-0.19988967975360064,0.19482299512188606,-0.38192733219479713
111,112,-0.32182380952380873,0.480307142857149,0.07157182539682541,-0.003666666666666666,0.5215554074213891,-0.09798949501297742,0.40062617415130564,-0.08459079689274308,0.10000545694244449,-0.29978922293332516,0.2865615434132153,-0.12711216802490413
112,113,-0.041261904761904764,0.16558690476190435,0.1488750000000002,-0.01586904761904762,0.5647090646305124,-0.09146800715836949,0.6633826171380047,-0.09312796198202532,0.5667449405633062,-0.10000846790441802,0.7332349755394795,-0.09986965738817892
113,114,-0.00930952380952381,0.016523809523809517,0.015517857142857132,-0.004535714285714285,0.5763748734766999,-0.0981447602307186,0.31416556499703385,-0.08875683827783763,0.5023298272732848,-0.2668375268903685,0.1208268704714933,-0.18014351346701765
114,115,-0.014352380952380934,0.45719523809524276,0.2831904761904769,-0.008190476190476194,0.14260977242809972,-0.09828102248319133,0.45486434825710004,-0.09140987148899186,0.34154005722301306,-0.0664675405384259,0.4336468105968515,-0.09206055320470809
115,116,-0.06581904761904755,0.0862702380952381,0.41413928571428243,-0.032433333333333335,0.1359773453486526,-0.10004795893981033,0.2540854575611975,-0.09981767351632188,0.08077068962984137,-0.7329784462826364,0.2331902943056682,-0.09468786888408372
116,117,-0.00530952380952381,0.02170238095238095,0.7421404761904762,-0.0024440476190476187,0.19397748273354812,-0.0984546848672317,0.7136798801265117,-0.014822098175905636,0.5927063206635653,-0.09999856080845451,0.4000110377275272,-0.10016780450744267
117,118,-0.05374285714285705,0.115404761904763,0.4870952380952378,-0.24328095238095013,0.0566026287360238,-0.10059120604347013,0.5256846360599847,-0.04061227025167558,0.10037549624841223,-0.7334752386765594,0.24235262613151948,-0.10035293569306493
